episode,algorithm,environment,critic,base_algo,sigma,train_loss,apparent_q_mean,oracle_q_mean,q_inflation,value_mse_to_oracle,argmax_agreement_oracle,explained_variance_to_oracle,pearson_to_oracle,spearman_to_oracle,gap_closed_fraction,gamma,pessimism_cost,q1_contrast_pred,q1_contrast_error,value_mse_to_mc,value_mse_to_mc_u0,mc_rtg_mean,mc_rtg_u0_mean
2000,cql,CartPole-v1,observational,cql,0.25,3.3726649284362793,23.632965087890625,,,,,,,,,,,0.44504082202911377,1.5549591779708862,6405.55517578125,,88.02322387695312,
4000,cql,CartPole-v1,observational,cql,0.25,3.0277223587036133,40.57524490356445,,,,,,,,,,,-0.16207291185855865,2.1620729118585587,4412.12158203125,,88.02322387695312,
6000,cql,CartPole-v1,observational,cql,0.25,3.749986410140991,55.532691955566406,,,,,,,,,,,-0.49193334579467773,2.4919333457946777,3160.0810546875,,88.02322387695312,
8000,cql,CartPole-v1,observational,cql,0.25,6.683877944946289,68.76839447021484,,,,,,,,,,,-0.6068001985549927,2.6068001985549927,2424.83154296875,,88.02322387695312,
10000,cql,CartPole-v1,observational,cql,0.25,4.067872047424316,80.69171905517578,,,,,,,,,,,-0.7000596523284912,2.700059652328491,2069.78125,,88.02322387695312,
12000,cql,CartPole-v1,observational,cql,0.25,4.974026679992676,91.46261596679688,,,,,,,,,,,-0.8664316534996033,2.8664316534996033,1995.829345703125,,88.02322387695312,
14000,cql,CartPole-v1,observational,cql,0.25,4.140803337097168,101.02033233642578,,,,,,,,,,,-0.9058482646942139,2.905848264694214,2116.6865234375,,88.02322387695312,
16000,cql,CartPole-v1,observational,cql,0.25,5.055328845977783,109.68861389160156,,,,,,,,,,,-1.0176736116409302,3.01767361164093,2393.78955078125,,88.02322387695312,
18000,cql,CartPole-v1,observational,cql,0.25,8.599237442016602,117.80421447753906,,,,,,,,,,,-0.9557670950889587,2.9557670950889587,2777.17724609375,,88.02322387695312,
20000,cql,CartPole-v1,observational,cql,0.25,9.418742179870605,125.21400451660156,,,,,,,,,,,-0.9867442846298218,2.9867442846298218,3252.271484375,,88.02322387695312,
22000,cql,CartPole-v1,observational,cql,0.25,4.549587249755859,131.9777069091797,,,,,,,,,,,-1.035457968711853,3.035457968711853,3777.173583984375,,88.02322387695312,
24000,cql,CartPole-v1,observational,cql,0.25,4.509215831756592,137.84866333007812,,,,,,,,,,,-1.2862321138381958,3.286232113838196,4307.3955078125,,88.02322387695312,
26000,cql,CartPole-v1,observational,cql,0.25,6.335741996765137,143.3313446044922,,,,,,,,,,,-1.3047195672988892,3.304719567298889,4867.96337890625,,88.02322387695312,
28000,cql,CartPole-v1,observational,cql,0.25,11.91653823852539,147.66665649414062,,,,,,,,,,,-1.4022492170333862,3.4022492170333862,5357.2666015625,,88.02322387695312,
30000,cql,CartPole-v1,observational,cql,0.25,11.459115028381348,151.91163635253906,,,,,,,,,,,-1.3812228441238403,3.3812228441238403,5878.9423828125,,88.02322387695312,
32000,cql,CartPole-v1,observational,cql,0.25,6.557290077209473,154.9464111328125,,,,,,,,,,,-1.4115427732467651,3.411542773246765,6276.24072265625,,88.02322387695312,
34000,cql,CartPole-v1,observational,cql,0.25,5.698859691619873,157.78512573242188,,,,,,,,,,,-1.4636077880859375,3.4636077880859375,6671.65771484375,,88.02322387695312,
36000,cql,CartPole-v1,observational,cql,0.25,4.22880744934082,160.2384490966797,,,,,,,,,,,-1.5844366550445557,3.5844366550445557,7027.0703125,,88.02322387695312,
38000,cql,CartPole-v1,observational,cql,0.25,7.150968551635742,162.39466857910156,,,,,,,,,,,-1.7577779293060303,3.7577779293060303,7355.8115234375,,88.02322387695312,
40000,cql,CartPole-v1,observational,cql,0.25,12.438222885131836,164.2646942138672,,,,,,,,,,,-1.7980563640594482,3.7980563640594482,7650.40234375,,88.02322387695312,
42000,cql,CartPole-v1,observational,cql,0.25,5.284337043762207,166.1515350341797,,,,,,,,,,,-1.876670241355896,3.876670241355896,7941.09814453125,,88.02322387695312,
44000,cql,CartPole-v1,observational,cql,0.25,5.596098899841309,167.528564453125,,,,,,,,,,,-1.8936805725097656,3.8936805725097656,8151.31591796875,,88.02322387695312,
46000,cql,CartPole-v1,observational,cql,0.25,5.451257705688477,168.9380645751953,,,,,,,,,,,-1.9632683992385864,3.9632683992385864,8363.5595703125,,88.02322387695312,
48000,cql,CartPole-v1,observational,cql,0.25,21.219362258911133,170.37847900390625,,,,,,,,,,,-1.7996314764022827,3.7996314764022827,8593.1396484375,,88.02322387695312,
50000,cql,CartPole-v1,observational,cql,0.25,8.950386047363281,171.54071044921875,,,,,,,,,,,-1.9465185403823853,3.9465185403823853,8787.564453125,,88.02322387695312,
