episode,algorithm,environment,train_return_mean,train_return_std,loss,policy_loss,value_loss,entropy,kl,critic_loss,actor_loss,q_loss
2000,cql,CartPole-v1,,,1.3701326847076416,,,,,0.6935971975326538,,0.6935971975326538
4000,cql,CartPole-v1,,,0.942300021648407,,,,,0.18043214082717896,,0.18043214082717896
6000,cql,CartPole-v1,,,1.4019827842712402,,,,,0.4188632071018219,,0.4188632071018219
8000,cql,CartPole-v1,,,4.811779975891113,,,,,3.855985641479492,,3.855985641479492
10000,cql,CartPole-v1,,,4.03178071975708,,,,,2.780740261077881,,2.780740261077881
12000,cql,CartPole-v1,,,5.138567924499512,,,,,3.550450325012207,,3.550450325012207
14000,cql,CartPole-v1,,,2.121553421020508,,,,,0.7408573627471924,,0.7408573627471924
16000,cql,CartPole-v1,,,4.442626953125,,,,,2.271008014678955,,2.271008014678955
18000,cql,CartPole-v1,,,6.935124397277832,,,,,5.249426364898682,,5.249426364898682
20000,cql,CartPole-v1,,,10.52867317199707,,,,,8.640482902526855,,8.640482902526855
22000,cql,CartPole-v1,,,3.016106605529785,,,,,0.9223584532737732,,0.9223584532737732
24000,cql,CartPole-v1,,,2.649240493774414,,,,,0.7094019651412964,,0.7094019651412964
26000,cql,CartPole-v1,,,4.452131271362305,,,,,2.7340035438537598,,2.7340035438537598
28000,cql,CartPole-v1,,,8.764305114746094,,,,,6.095168590545654,,6.095168590545654
30000,cql,CartPole-v1,,,12.751801490783691,,,,,10.184962272644043,,10.184962272644043
32000,cql,CartPole-v1,,,5.780549049377441,,,,,3.704500198364258,,3.704500198364258
34000,cql,CartPole-v1,,,4.2626729011535645,,,,,1.5245634317398071,,1.5245634317398071
36000,cql,CartPole-v1,,,2.898905038833618,,,,,0.8309192061424255,,0.8309192061424255
38000,cql,CartPole-v1,,,5.280116081237793,,,,,2.1363487243652344,,2.1363487243652344
40000,cql,CartPole-v1,,,7.537794589996338,,,,,5.543045997619629,,5.543045997619629
42000,cql,CartPole-v1,,,3.7421746253967285,,,,,2.4393630027770996,,2.4393630027770996
44000,cql,CartPole-v1,,,4.025479793548584,,,,,1.0604381561279297,,1.0604381561279297
46000,cql,CartPole-v1,,,4.37952184677124,,,,,1.431489109992981,,1.431489109992981
48000,cql,CartPole-v1,,,17.773761749267578,,,,,15.046313285827637,,15.046313285827637
50000,cql,CartPole-v1,,,10.495247840881348,,,,,8.066869735717773,,8.066869735717773
