episode,algorithm,environment,critic,base_algo,sigma,train_loss,apparent_q_mean,oracle_q_mean,q_inflation,value_mse_to_oracle,argmax_agreement_oracle,explained_variance_to_oracle,pearson_to_oracle,spearman_to_oracle,gap_closed_fraction,gamma,pessimism_cost,q1_contrast_pred,q1_contrast_error,value_mse_to_mc,value_mse_to_mc_u0,mc_rtg_mean,mc_rtg_u0_mean
2000,iql,CartPole-v1,observational,iql,0.25,0.21723012626171112,12.257061004638672,,,,,,,,,,,0.3651239275932312,0.1348760724067688,462.87957763671875,,25.511127471923828,
4000,iql,CartPole-v1,observational,iql,0.25,0.5573693513870239,20.977922439575195,,,,,,,,,,,1.4767625331878662,0.9767625331878662,255.36798095703125,,25.511127471923828,
6000,iql,CartPole-v1,observational,iql,0.25,0.08255274593830109,27.665897369384766,,,,,,,,,,,2.2849931716918945,1.7849931716918945,198.73997497558594,,25.511127471923828,
8000,iql,CartPole-v1,observational,iql,0.25,0.098662368953228,32.47358703613281,,,,,,,,,,,3.1969268321990967,2.6969268321990967,216.3358612060547,,25.511127471923828,
10000,iql,CartPole-v1,observational,iql,0.25,0.31640300154685974,36.22062683105469,,,,,,,,,,,4.105684280395508,3.605684280395508,272.21429443359375,,25.511127471923828,
12000,iql,CartPole-v1,observational,iql,0.25,0.37093299627304077,39.975406646728516,,,,,,,,,,,4.897188663482666,4.397188663482666,364.6241760253906,,25.511127471923828,
14000,iql,CartPole-v1,observational,iql,0.25,0.4860362410545349,42.65717697143555,,,,,,,,,,,5.516236782073975,5.016236782073975,453.94769287109375,,25.511127471923828,
16000,iql,CartPole-v1,observational,iql,0.25,0.44387030601501465,44.99552917480469,,,,,,,,,,,5.848842144012451,5.348842144012451,546.1484985351562,,25.511127471923828,
18000,iql,CartPole-v1,observational,iql,0.25,0.2788536548614502,47.25716781616211,,,,,,,,,,,6.57884407043457,6.07884407043457,646.9656982421875,,25.511127471923828,
20000,iql,CartPole-v1,observational,iql,0.25,0.3555871844291687,49.371768951416016,,,,,,,,,,,6.528621196746826,6.028621196746826,753.8126831054688,,25.511127471923828,
22000,iql,CartPole-v1,observational,iql,0.25,1.1848804950714111,51.26797103881836,,,,,,,,,,,6.980588436126709,6.480588436126709,851.0321655273438,,25.511127471923828,
24000,iql,CartPole-v1,observational,iql,0.25,0.34877505898475647,51.89707565307617,,,,,,,,,,,7.333860874176025,6.833860874176025,892.0396118164062,,25.511127471923828,
26000,iql,CartPole-v1,observational,iql,0.25,0.2163628339767456,53.41069030761719,,,,,,,,,,,7.475912094116211,6.975912094116211,984.1557006835938,,25.511127471923828,
28000,iql,CartPole-v1,observational,iql,0.25,1.8896938562393188,54.375770568847656,,,,,,,,,,,7.816587448120117,7.316587448120117,1044.6763916015625,,25.511127471923828,
30000,iql,CartPole-v1,observational,iql,0.25,0.4650048613548279,55.280181884765625,,,,,,,,,,,7.9481964111328125,7.4481964111328125,1103.722900390625,,25.511127471923828,
32000,iql,CartPole-v1,observational,iql,0.25,0.8172562718391418,56.14512634277344,,,,,,,,,,,8.125561714172363,7.625561714172363,1160.032958984375,,25.511127471923828,
34000,iql,CartPole-v1,observational,iql,0.25,0.3657892346382141,56.5716667175293,,,,,,,,,,,8.220257759094238,7.720257759094238,1189.83984375,,25.511127471923828,
36000,iql,CartPole-v1,observational,iql,0.25,0.8680222034454346,57.29861068725586,,,,,,,,,,,8.114822387695312,7.6148223876953125,1234.43212890625,,25.511127471923828,
38000,iql,CartPole-v1,observational,iql,0.25,0.2762882709503174,57.709922790527344,,,,,,,,,,,8.507918357849121,8.007918357849121,1266.7852783203125,,25.511127471923828,
40000,iql,CartPole-v1,observational,iql,0.25,0.45030397176742554,58.10144805908203,,,,,,,,,,,8.417854309082031,7.917854309082031,1296.4500732421875,,25.511127471923828,
42000,iql,CartPole-v1,observational,iql,0.25,0.34996217489242554,58.133121490478516,,,,,,,,,,,8.52629566192627,8.02629566192627,1297.505615234375,,25.511127471923828,
44000,iql,CartPole-v1,observational,iql,0.25,1.0732661485671997,58.709712982177734,,,,,,,,,,,8.434096336364746,7.934096336364746,1345.7928466796875,,25.511127471923828,
46000,iql,CartPole-v1,observational,iql,0.25,0.7841298580169678,59.155174255371094,,,,,,,,,,,8.731289863586426,8.231289863586426,1371.0767822265625,,25.511127471923828,
48000,iql,CartPole-v1,observational,iql,0.25,0.5681204795837402,59.55927276611328,,,,,,,,,,,8.597824096679688,8.097824096679688,1399.7470703125,,25.511127471923828,
50000,iql,CartPole-v1,observational,iql,0.25,0.6771945953369141,59.273895263671875,,,,,,,,,,,8.507604598999023,8.007604598999023,1386.947021484375,,25.511127471923828,
