episode,algorithm,environment,critic,base_algo,sigma,train_loss,apparent_q_mean,oracle_q_mean,q_inflation,value_mse_to_oracle,argmax_agreement_oracle,explained_variance_to_oracle,pearson_to_oracle,spearman_to_oracle,gap_closed_fraction,gamma,pessimism_cost
0,cql,CartPole-v1,observational,cql,0.0,0.9259296655654907,5.463836193084717,5.815212249755859,-0.3513760566711426,0.13992176949977875,0.987250030040741,0.9929258823394775,0.9970457553863525,0.9746975898742676,,,
0,cql,CartPole-v1,proximal,cql,0.0,1.0186150074005127,6.335605621337891,5.815212249755859,0.5203933715820312,0.2990076243877411,0.9787500500679016,0.9878784418106079,0.9964014887809753,0.9938291311264038,,,
0,cql,CartPole-v1,oracle_u,cql,0.0,0.9074671864509583,5.815212249755859,5.815212249755859,0.0,0.0,1.0,1.0,1.0,1.0,,,
10,cql,CartPole-v1,observational,cql,0.0,3.695488452911377,24.856515884399414,29.110107421875,-4.253591537475586,30.79033660888672,0.9335000514984131,0.9469738602638245,0.9733588099479675,0.9789928197860718,,,
10,cql,CartPole-v1,proximal,cql,0.0,4.169658660888672,28.744443893432617,29.110107421875,-0.3656635284423828,1.0404385328292847,0.9775000214576721,0.9962133169174194,0.9982828497886658,0.9993221163749695,,,
10,cql,CartPole-v1,oracle_u,cql,0.0,4.011373519897461,29.110107421875,29.110107421875,0.0,0.0,1.0,1.0,1.0,1.0,,,
21,cql,CartPole-v1,observational,cql,0.0,5.363885402679443,41.124114990234375,43.240055084228516,-2.1159400939941406,15.23851490020752,0.9577500224113464,0.9831963181495667,0.993343710899353,0.9886599779129028,,,
21,cql,CartPole-v1,proximal,cql,0.0,5.867954730987549,43.471153259277344,43.240055084228516,0.23109817504882812,2.056713104248047,0.9705000519752502,0.996871829032898,0.9987605214118958,0.997620165348053,,,
21,cql,CartPole-v1,oracle_u,cql,0.0,5.8833909034729,43.240055084228516,43.240055084228516,0.0,0.0,1.0,1.0,1.0,1.0,,,
31,cql,CartPole-v1,observational,cql,0.0,7.48643684387207,49.99275207519531,54.805660247802734,-4.812908172607422,43.695899963378906,0.9615000486373901,0.9803212881088257,0.9949737787246704,0.9893353581428528,,,
31,cql,CartPole-v1,proximal,cql,0.0,7.955209732055664,53.50000762939453,54.805660247802734,-1.3056526184082031,4.887465000152588,0.9725000262260437,0.9969494938850403,0.9985838532447815,0.9932917952537537,,,
31,cql,CartPole-v1,oracle_u,cql,0.0,8.245881080627441,54.805660247802734,54.805660247802734,0.0,0.0,1.0,1.0,1.0,1.0,,,
42,cql,CartPole-v1,observational,cql,0.0,7.404299259185791,56.63846969604492,62.578025817871094,-5.939556121826172,55.49713134765625,0.9505000710487366,0.9846952557563782,0.9967160224914551,0.9700096845626831,,,
42,cql,CartPole-v1,proximal,cql,0.0,8.876005172729492,62.30428695678711,62.578025817871094,-0.2737388610839844,21.391172409057617,0.9237500429153442,0.9838645458221436,0.9922997951507568,0.9826774597167969,,,
42,cql,CartPole-v1,oracle_u,cql,0.0,8.045082092285156,62.578025817871094,62.578025817871094,0.0,0.0,1.0,1.0,1.0,1.0,,,
52,cql,CartPole-v1,observational,cql,0.0,7.540985584259033,59.57511901855469,66.00945281982422,-6.434333801269531,63.798728942871094,0.9442500472068787,0.984673798084259,0.9967972636222839,0.9779558181762695,,,
52,cql,CartPole-v1,proximal,cql,0.0,9.001386642456055,67.69586181640625,66.00945281982422,1.6864089965820312,21.68916130065918,0.9390000700950623,0.9871048331260681,0.9949644207954407,0.973293662071228,,,
52,cql,CartPole-v1,oracle_u,cql,0.0,8.306260108947754,66.00945281982422,66.00945281982422,0.0,0.0,1.0,1.0,1.0,1.0,,,
62,cql,CartPole-v1,observational,cql,0.0,7.625293731689453,62.072021484375,68.1497573852539,-6.077735900878906,55.85325241088867,0.9745000600814819,0.9881278276443481,0.9976765513420105,0.9961501359939575,,,
62,cql,CartPole-v1,proximal,cql,0.0,9.268074035644531,73.09803009033203,68.1497573852539,4.948272705078125,44.88783645629883,0.9745000600814819,0.987193763256073,0.997316300868988,0.993107795715332,,,
62,cql,CartPole-v1,oracle_u,cql,0.0,8.390816688537598,68.1497573852539,68.1497573852539,0.0,0.0,1.0,1.0,1.0,1.0,,,
73,cql,CartPole-v1,observational,cql,0.0,9.16781997680664,64.41988372802734,70.71570587158203,-6.2958221435546875,62.1566047668457,0.9280000329017639,0.987324059009552,0.9981658458709717,0.9983530044555664,,,
73,cql,CartPole-v1,proximal,cql,0.0,11.071313858032227,72.72623443603516,70.71570587158203,2.010528564453125,27.403696060180664,0.937250018119812,0.9868499636650085,0.9942855834960938,0.9881439805030823,,,
73,cql,CartPole-v1,oracle_u,cql,0.0,10.223520278930664,70.71570587158203,70.71570587158203,0.0,0.0,1.0,1.0,1.0,1.0,,,
83,cql,CartPole-v1,observational,cql,0.0,9.218316078186035,66.48281860351562,75.02281951904297,-8.540000915527344,104.85971069335938,0.9490000605583191,0.9837906360626221,0.9983717203140259,0.9967056512832642,,,
83,cql,CartPole-v1,proximal,cql,0.0,10.391880989074707,78.08855438232422,75.02281951904297,3.06573486328125,29.97023582458496,0.9097500443458557,0.9895562529563904,0.9947832226753235,0.9874213337898254,,,
83,cql,CartPole-v1,oracle_u,cql,0.0,10.536301612854004,75.02281951904297,75.02281951904297,0.0,0.0,1.0,1.0,1.0,1.0,,,
93,cql,CartPole-v1,observational,cql,0.0,9.370293617248535,69.50470733642578,76.43221282958984,-6.9275054931640625,78.29959869384766,0.9695000648498535,0.9850797057151794,0.9960905909538269,0.9590546488761902,,,
93,cql,CartPole-v1,proximal,cql,0.0,10.96735668182373,85.84642791748047,76.43221282958984,9.414215087890625,146.01878356933594,0.9660000205039978,0.9717481136322021,0.9909168481826782,0.9095700979232788,,,
93,cql,CartPole-v1,oracle_u,cql,0.0,10.422674179077148,76.43221282958984,76.43221282958984,0.0,0.0,1.0,1.0,1.0,1.0,,,
104,cql,CartPole-v1,observational,cql,0.0,10.286157608032227,70.35358428955078,78.8338623046875,-8.480278015136719,109.91639709472656,0.9485000371932983,0.9825625419616699,0.9965782761573792,0.9902673363685608,,,
104,cql,CartPole-v1,proximal,cql,0.0,11.682003021240234,81.13327026367188,78.8338623046875,2.299407958984375,30.955989837646484,0.9477500319480896,0.9882214665412903,0.9941655993461609,0.9866085648536682,,,
104,cql,CartPole-v1,oracle_u,cql,0.0,11.89970874786377,78.8338623046875,78.8338623046875,0.0,0.0,1.0,1.0,1.0,1.0,,,
114,cql,CartPole-v1,observational,cql,0.0,9.269050598144531,70.21610260009766,80.78148651123047,-10.565383911132812,170.729736328125,0.9620000720024109,0.9728409051895142,0.9912235736846924,0.919922947883606,,,
114,cql,CartPole-v1,proximal,cql,0.0,10.681930541992188,82.08634185791016,80.78148651123047,1.3048553466796875,8.198836326599121,0.8872500658035278,0.9970148205757141,0.9985603094100952,0.9883747696876526,,,
114,cql,CartPole-v1,oracle_u,cql,0.0,10.427602767944336,80.78148651123047,80.78148651123047,0.0,0.0,1.0,1.0,1.0,1.0,,,
124,cql,CartPole-v1,observational,cql,0.0,8.510682106018066,67.63265991210938,82.56889343261719,-14.936233520507812,321.3878479003906,0.9047500491142273,0.9569982290267944,0.9901036024093628,0.9383898973464966,,,
124,cql,CartPole-v1,proximal,cql,0.0,9.819375991821289,84.01390838623047,82.56889343261719,1.4450149536132812,20.303129196166992,0.9490000605583191,0.9920315146446228,0.996141791343689,0.9757577776908875,,,
124,cql,CartPole-v1,oracle_u,cql,0.0,9.89734935760498,82.56889343261719,82.56889343261719,0.0,0.0,1.0,1.0,1.0,1.0,,,
135,cql,CartPole-v1,observational,cql,0.0,8.633794784545898,67.96730041503906,86.61697387695312,-18.649673461914062,475.6947021484375,0.936500072479248,0.9507636427879333,0.99628084897995,0.9781014323234558,,,
135,cql,CartPole-v1,proximal,cql,0.0,10.086016654968262,83.48550415039062,86.61697387695312,-3.1314697265625,42.264713287353516,0.9100000262260437,0.9875032305717468,0.9946188926696777,0.9909239411354065,,,
135,cql,CartPole-v1,oracle_u,cql,0.0,11.027523040771484,86.61697387695312,86.61697387695312,0.0,0.0,1.0,1.0,1.0,1.0,,,
145,cql,CartPole-v1,observational,cql,0.0,9.687142372131348,68.777099609375,82.65050506591797,-13.873405456542969,274.7465515136719,0.9462500214576721,0.964935302734375,0.9931132197380066,0.9698626399040222,,,
145,cql,CartPole-v1,proximal,cql,0.0,10.87900447845459,84.47293853759766,82.65050506591797,1.8224334716796875,30.643728256225586,0.7522500157356262,0.9883555173873901,0.9942953586578369,0.9491072297096252,,,
145,cql,CartPole-v1,oracle_u,cql,0.0,10.940037727355957,82.65050506591797,82.65050506591797,0.0,0.0,1.0,1.0,1.0,1.0,,,
