episode,algorithm,environment,critic,base_algo,sigma,train_loss,apparent_q_mean,oracle_q_mean,q_inflation,value_mse_to_oracle,argmax_agreement_oracle,explained_variance_to_oracle,pearson_to_oracle,spearman_to_oracle,gap_closed_fraction,gamma,pessimism_cost,q1_contrast_pred,q1_contrast_error,value_mse_to_mc,value_mse_to_mc_u0,mc_rtg_mean,mc_rtg_u0_mean
2000,cql,CartPole-v1,observational,cql,0.0,0.7884117364883423,7.937860012054443,,,,,,,,,,,0.09548331797122955,0.09548331797122955,21.982398986816406,,9.148780822753906,
4000,cql,CartPole-v1,observational,cql,0.0,1.0746914148330688,11.188715934753418,,,,,,,,,,,0.6310468912124634,0.6310468912124634,17.499521255493164,,9.148780822753906,
6000,cql,CartPole-v1,observational,cql,0.0,1.65805983543396,14.2584867477417,,,,,,,,,,,1.538787841796875,1.538787841796875,43.06660079956055,,9.148780822753906,
8000,cql,CartPole-v1,observational,cql,0.0,2.299582004547119,19.409303665161133,,,,,,,,,,,2.1590828895568848,2.1590828895568848,138.44873046875,,9.148780822753906,
10000,cql,CartPole-v1,observational,cql,0.0,2.212571144104004,23.978763580322266,,,,,,,,,,,2.357544183731079,2.357544183731079,278.0825500488281,,9.148780822753906,
12000,cql,CartPole-v1,observational,cql,0.0,2.0608110427856445,27.41131019592285,,,,,,,,,,,2.633258819580078,2.633258819580078,417.35321044921875,,9.148780822753906,
14000,cql,CartPole-v1,observational,cql,0.0,2.9406890869140625,29.925369262695312,,,,,,,,,,,3.093212127685547,3.093212127685547,541.5575561523438,,9.148780822753906,
16000,cql,CartPole-v1,observational,cql,0.0,3.0235483646392822,32.4674072265625,,,,,,,,,,,3.361534833908081,3.361534833908081,682.3016357421875,,9.148780822753906,
18000,cql,CartPole-v1,observational,cql,0.0,3.2113771438598633,34.50221252441406,,,,,,,,,,,3.7724874019622803,3.7724874019622803,813.3509521484375,,9.148780822753906,
20000,cql,CartPole-v1,observational,cql,0.0,3.104480504989624,36.59909439086914,,,,,,,,,,,4.1959710121154785,4.1959710121154785,956.4736328125,,9.148780822753906,
22000,cql,CartPole-v1,observational,cql,0.0,3.7862470149993896,38.72040939331055,,,,,,,,,,,4.576589584350586,4.576589584350586,1109.7425537109375,,9.148780822753906,
24000,cql,CartPole-v1,observational,cql,0.0,3.710263729095459,40.8449821472168,,,,,,,,,,,4.804951190948486,4.804951190948486,1276.162109375,,9.148780822753906,
26000,cql,CartPole-v1,observational,cql,0.0,4.114459991455078,42.89704895019531,,,,,,,,,,,4.946846008300781,4.946846008300781,1446.31005859375,,9.148780822753906,
28000,cql,CartPole-v1,observational,cql,0.0,3.9207143783569336,44.887638092041016,,,,,,,,,,,5.376944065093994,5.376944065093994,1620.6671142578125,,9.148780822753906,
30000,cql,CartPole-v1,observational,cql,0.0,4.134775161743164,46.710174560546875,,,,,,,,,,,5.441277503967285,5.441277503967285,1791.6168212890625,,9.148780822753906,
32000,cql,CartPole-v1,observational,cql,0.0,4.557577133178711,47.94669723510742,,,,,,,,,,,5.680421829223633,5.680421829223633,1920.733642578125,,9.148780822753906,
34000,cql,CartPole-v1,observational,cql,0.0,4.658185958862305,49.53432083129883,,,,,,,,,,,5.9435930252075195,5.9435930252075195,2079.70361328125,,9.148780822753906,
36000,cql,CartPole-v1,observational,cql,0.0,4.163997650146484,50.741641998291016,,,,,,,,,,,6.042565822601318,6.042565822601318,2206.10546875,,9.148780822753906,
38000,cql,CartPole-v1,observational,cql,0.0,5.427794933319092,52.10979080200195,,,,,,,,,,,6.265376567840576,6.265376567840576,2352.6435546875,,9.148780822753906,
40000,cql,CartPole-v1,observational,cql,0.0,4.740168571472168,53.332557678222656,,,,,,,,,,,6.349391937255859,6.349391937255859,2480.724365234375,,9.148780822753906,
42000,cql,CartPole-v1,observational,cql,0.0,4.495960712432861,54.06178283691406,,,,,,,,,,,6.304982662200928,6.304982662200928,2566.167724609375,,9.148780822753906,
44000,cql,CartPole-v1,observational,cql,0.0,4.935729503631592,54.96925354003906,,,,,,,,,,,6.733849048614502,6.733849048614502,2672.551513671875,,9.148780822753906,
46000,cql,CartPole-v1,observational,cql,0.0,5.278568267822266,55.88793182373047,,,,,,,,,,,6.547950744628906,6.547950744628906,2779.57666015625,,9.148780822753906,
48000,cql,CartPole-v1,observational,cql,0.0,5.131886959075928,56.53447723388672,,,,,,,,,,,6.781341075897217,6.781341075897217,2859.754638671875,,9.148780822753906,
50000,cql,CartPole-v1,observational,cql,0.0,4.9034295082092285,57.27708435058594,,,,,,,,,,,6.696671485900879,6.696671485900879,2948.05078125,,9.148780822753906,
