episode,algorithm,environment,train_return_mean,train_return_std,loss,policy_loss,value_loss,entropy,kl,critic_loss,actor_loss,q_loss
2000,cql,CartPole-v1,,,0.7997934818267822,,,,,0.18387654423713684,,0.18387654423713684
4000,cql,CartPole-v1,,,0.8223417401313782,,,,,0.11233065277338028,,0.11233065277338028
6000,cql,CartPole-v1,,,1.0263359546661377,,,,,0.12942759692668915,,0.12942759692668915
8000,cql,CartPole-v1,,,1.3310496807098389,,,,,0.30309873819351196,,0.30309873819351196
10000,cql,CartPole-v1,,,1.3391427993774414,,,,,0.21344538033008575,,0.21344538033008575
12000,cql,CartPole-v1,,,1.671147108078003,,,,,0.45425814390182495,,0.45425814390182495
14000,cql,CartPole-v1,,,1.7292892932891846,,,,,0.4992927014827728,,0.4992927014827728
16000,cql,CartPole-v1,,,2.0262699127197266,,,,,0.7501586675643921,,0.7501586675643921
18000,cql,CartPole-v1,,,1.776982069015503,,,,,0.20253457129001617,,0.20253457129001617
20000,cql,CartPole-v1,,,2.523510217666626,,,,,1.149977445602417,,1.149977445602417
22000,cql,CartPole-v1,,,2.5320372581481934,,,,,1.4776235818862915,,1.4776235818862915
24000,cql,CartPole-v1,,,3.3802578449249268,,,,,2.0241804122924805,,2.0241804122924805
26000,cql,CartPole-v1,,,2.4704833030700684,,,,,0.7300611734390259,,0.7300611734390259
28000,cql,CartPole-v1,,,2.1238813400268555,,,,,0.18280154466629028,,0.18280154466629028
30000,cql,CartPole-v1,,,3.2651238441467285,,,,,0.9646083116531372,,0.9646083116531372
32000,cql,CartPole-v1,,,2.289848804473877,,,,,0.5909361839294434,,0.5909361839294434
34000,cql,CartPole-v1,,,2.385456085205078,,,,,0.27188941836357117,,0.27188941836357117
36000,cql,CartPole-v1,,,1.89365816116333,,,,,0.30125418305397034,,0.30125418305397034
38000,cql,CartPole-v1,,,4.48000431060791,,,,,2.4109158515930176,,2.4109158515930176
40000,cql,CartPole-v1,,,3.2570295333862305,,,,,0.9457825422286987,,0.9457825422286987
42000,cql,CartPole-v1,,,1.979051947593689,,,,,0.4009166657924652,,0.4009166657924652
44000,cql,CartPole-v1,,,2.4226417541503906,,,,,0.41363757848739624,,0.41363757848739624
46000,cql,CartPole-v1,,,2.743786096572876,,,,,0.4682919979095459,,0.4682919979095459
48000,cql,CartPole-v1,,,1.8213801383972168,,,,,0.1752425730228424,,0.1752425730228424
50000,cql,CartPole-v1,,,1.8870255947113037,,,,,0.12615744769573212,,0.12615744769573212
