episode,algorithm,environment,critic,base_algo,sigma,train_loss,apparent_q_mean,oracle_q_mean,q_inflation,value_mse_to_oracle,argmax_agreement_oracle,explained_variance_to_oracle,pearson_to_oracle,spearman_to_oracle,gap_closed_fraction,gamma,pessimism_cost
0,cql,CartPole-v1,observational,cql,1.0,1.026498794555664,8.39040756225586,7.1093950271606445,1.2810125350952148,4.3506975173950195,0.44200003147125244,-3.1229934692382812,-0.14157643914222717,-0.3416680097579956,,,
0,cql,CartPole-v1,proximal,cql,1.0,0.8489826321601868,7.104671955108643,7.1093950271606445,-0.004723072052001953,0.02036236971616745,0.9950000643730164,0.9690512418746948,0.9931991100311279,0.9935128092765808,0.9953197459407935,,
0,cql,CartPole-v1,oracle_u,cql,1.0,0.8609063625335693,7.1093950271606445,7.1093950271606445,0.0,0.0,1.0,1.0,1.0,1.0,,,
2,cql,CartPole-v1,observational,cql,1.0,1.5343517065048218,20.902305603027344,17.265958786010742,3.6363468170166016,22.8618106842041,0.5925000309944153,0.41999512910842896,0.7870784997940063,0.4535445272922516,,,
2,cql,CartPole-v1,proximal,cql,1.0,1.1603471040725708,17.151391983032227,17.265958786010742,-0.11456680297851562,0.09032640606164932,0.987000048160553,0.9953544735908508,0.9978561997413635,0.9919451475143433,0.9960490265924536,,
2,cql,CartPole-v1,oracle_u,cql,1.0,1.1745191812515259,17.265958786010742,17.265958786010742,0.0,0.0,1.0,1.0,1.0,1.0,,,
4,cql,CartPole-v1,observational,cql,1.0,2.1374855041503906,31.376615524291992,25.306917190551758,6.069698333740234,59.92000198364258,0.6162500381469727,0.528964638710022,0.827562153339386,0.5007355213165283,,,
4,cql,CartPole-v1,proximal,cql,1.0,1.7099437713623047,25.03823471069336,25.306917190551758,-0.26868247985839844,0.3857102394104004,0.9687500596046448,0.9936010837554932,0.9969130158424377,0.9927980899810791,0.993562913440562,,
4,cql,CartPole-v1,oracle_u,cql,1.0,1.673156499862671,25.306917190551758,25.306917190551758,0.0,0.0,1.0,1.0,1.0,1.0,,,
6,cql,CartPole-v1,observational,cql,1.0,2.4993185997009277,40.468017578125,31.830852508544922,8.637165069580078,118.79117584228516,0.6482500433921814,0.48056644201278687,0.8229616284370422,0.4501953721046448,,,
6,cql,CartPole-v1,proximal,cql,1.0,1.79831862449646,31.513370513916016,31.830852508544922,-0.31748199462890625,0.753935694694519,0.9802500605583191,0.9923227429389954,0.9963222146034241,0.9911226630210876,0.9936532685247977,,
