episode,algorithm,environment,critic,base_algo,sigma,train_loss,apparent_q_mean,oracle_q_mean,q_inflation,value_mse_to_oracle,argmax_agreement_oracle,explained_variance_to_oracle,pearson_to_oracle,spearman_to_oracle,gap_closed_fraction,gamma,pessimism_cost,q1_contrast_pred,q1_contrast_error,value_mse_to_mc,value_mse_to_mc_u0,mc_rtg_mean,mc_rtg_u0_mean
2000,cql,CartPole-v1,observational,cql,0.25,0.9945673942565918,12.989371299743652,,,,,,,,,,,0.43656280636787415,0.06343719363212585,643.5867309570312,,27.658893585205078,
4000,cql,CartPole-v1,observational,cql,0.25,1.7204365730285645,23.32428550720215,,,,,,,,,,,1.3841902017593384,0.8841902017593384,414.88720703125,,27.658893585205078,
6000,cql,CartPole-v1,observational,cql,0.25,1.4110349416732788,32.67115020751953,,,,,,,,,,,2.1934614181518555,1.6934614181518555,410.6672058105469,,27.658893585205078,
8000,cql,CartPole-v1,observational,cql,0.25,1.6886111497879028,41.35185241699219,,,,,,,,,,,2.768932819366455,2.268932819366455,578.3090209960938,,27.658893585205078,
10000,cql,CartPole-v1,observational,cql,0.25,2.4513559341430664,49.119842529296875,,,,,,,,,,,3.1906802654266357,2.6906802654266357,862.264892578125,,27.658893585205078,
12000,cql,CartPole-v1,observational,cql,0.25,2.1577768325805664,56.28819274902344,,,,,,,,,,,3.772944688796997,3.272944688796997,1238.46728515625,,27.658893585205078,
14000,cql,CartPole-v1,observational,cql,0.25,4.402276039123535,62.598548889160156,,,,,,,,,,,4.126277446746826,3.626277446746826,1664.6292724609375,,27.658893585205078,
16000,cql,CartPole-v1,observational,cql,0.25,3.8316195011138916,68.15105438232422,,,,,,,,,,,4.490525722503662,3.990525722503662,2112.8359375,,27.658893585205078,
18000,cql,CartPole-v1,observational,cql,0.25,2.265977382659912,73.14968872070312,,,,,,,,,,,4.82462739944458,4.32462739944458,2575.133544921875,,27.658893585205078,
20000,cql,CartPole-v1,observational,cql,0.25,2.4233970642089844,77.90775299072266,,,,,,,,,,,5.1373162269592285,4.6373162269592285,3063.093505859375,,27.658893585205078,
22000,cql,CartPole-v1,observational,cql,0.25,6.406109809875488,82.02941131591797,,,,,,,,,,,5.388146877288818,4.888146877288818,3531.953125,,27.658893585205078,
24000,cql,CartPole-v1,observational,cql,0.25,2.1302592754364014,85.83873748779297,,,,,,,,,,,5.690467834472656,5.190467834472656,3994.046142578125,,27.658893585205078,
26000,cql,CartPole-v1,observational,cql,0.25,3.319093704223633,89.5312728881836,,,,,,,,,,,5.8657402992248535,5.3657402992248535,4472.294921875,,27.658893585205078,
28000,cql,CartPole-v1,observational,cql,0.25,4.930350303649902,92.9096908569336,,,,,,,,,,,5.990632057189941,5.490632057189941,4941.212890625,,27.658893585205078,
30000,cql,CartPole-v1,observational,cql,0.25,2.600376605987549,96.29718017578125,,,,,,,,,,,6.17850399017334,5.67850399017334,5430.51123046875,,27.658893585205078,
32000,cql,CartPole-v1,observational,cql,0.25,5.816327095031738,99.4034423828125,,,,,,,,,,,6.309218406677246,5.809218406677246,5896.9951171875,,27.658893585205078,
34000,cql,CartPole-v1,observational,cql,0.25,3.5611166954040527,101.96676635742188,,,,,,,,,,,6.56490421295166,6.06490421295166,6308.95751953125,,27.658893585205078,
36000,cql,CartPole-v1,observational,cql,0.25,3.7761330604553223,104.52428436279297,,,,,,,,,,,6.7363362312316895,6.2363362312316895,6719.904296875,,27.658893585205078,
38000,cql,CartPole-v1,observational,cql,0.25,2.5134339332580566,106.83881378173828,,,,,,,,,,,6.975135326385498,6.475135326385498,7104.1298828125,,27.658893585205078,
40000,cql,CartPole-v1,observational,cql,0.25,4.2303056716918945,108.58885192871094,,,,,,,,,,,7.0315656661987305,6.5315656661987305,7425.919921875,,27.658893585205078,
42000,cql,CartPole-v1,observational,cql,0.25,3.6665542125701904,110.76038360595703,,,,,,,,,,,7.088297367095947,6.588297367095947,7812.40283203125,,27.658893585205078,
44000,cql,CartPole-v1,observational,cql,0.25,3.1997952461242676,112.99784851074219,,,,,,,,,,,7.143413543701172,6.643413543701172,8226.3115234375,,27.658893585205078,
46000,cql,CartPole-v1,observational,cql,0.25,6.109751224517822,115.1772689819336,,,,,,,,,,,7.398560047149658,6.898560047149658,8649.3701171875,,27.658893585205078,
48000,cql,CartPole-v1,observational,cql,0.25,3.223798990249634,117.40839385986328,,,,,,,,,,,7.479470252990723,6.979470252990723,9076.1953125,,27.658893585205078,
50000,cql,CartPole-v1,observational,cql,0.25,4.473094940185547,119.68756103515625,,,,,,,,,,,7.6674017906188965,7.1674017906188965,9523.58203125,,27.658893585205078,
