episode,algorithm,environment,critic,base_algo,sigma,train_loss,apparent_q_mean,oracle_q_mean,q_inflation,value_mse_to_oracle,argmax_agreement_oracle,explained_variance_to_oracle,pearson_to_oracle,spearman_to_oracle,gap_closed_fraction,gamma,pessimism_cost,q1_contrast_pred,q1_contrast_error,value_mse_to_mc,value_mse_to_mc_u0,mc_rtg_mean,mc_rtg_u0_mean
2000,cql,CartPole-v1,observational,cql,0.0,1.2312315702438354,13.05762004852295,,,,,,,,,,,0.07288035750389099,0.427119642496109,830.8718872070312,,32.14031982421875,
4000,cql,CartPole-v1,observational,cql,0.0,1.2041583061218262,23.675029754638672,,,,,,,,,,,0.7702482342720032,0.2702482342720032,501.1764221191406,,32.14031982421875,
6000,cql,CartPole-v1,observational,cql,0.0,0.9674003720283508,32.94620132446289,,,,,,,,,,,1.2183094024658203,0.7183094024658203,403.61346435546875,,32.14031982421875,
8000,cql,CartPole-v1,observational,cql,0.0,1.5287929773330688,41.40958023071289,,,,,,,,,,,1.61321222782135,1.11321222782135,476.9408264160156,,32.14031982421875,
10000,cql,CartPole-v1,observational,cql,0.0,1.5351717472076416,49.10697937011719,,,,,,,,,,,1.8904227018356323,1.3904227018356323,681.6934204101562,,32.14031982421875,
12000,cql,CartPole-v1,observational,cql,0.0,2.451967716217041,55.94564437866211,,,,,,,,,,,2.202505588531494,1.7025055885314941,969.6973876953125,,32.14031982421875,
14000,cql,CartPole-v1,observational,cql,0.0,1.4782559871673584,62.03355026245117,,,,,,,,,,,2.480071783065796,1.980071783065796,1312.5263671875,,32.14031982421875,
16000,cql,CartPole-v1,observational,cql,0.0,1.786399483680725,67.6511001586914,,,,,,,,,,,2.7081382274627686,2.2081382274627686,1700.175537109375,,32.14031982421875,
18000,cql,CartPole-v1,observational,cql,0.0,3.0239272117614746,72.8073501586914,,,,,,,,,,,2.8509716987609863,2.3509716987609863,2118.418212890625,,32.14031982421875,
20000,cql,CartPole-v1,observational,cql,0.0,2.360656261444092,77.66902160644531,,,,,,,,,,,3.033351421356201,2.533351421356201,2563.18115234375,,32.14031982421875,
22000,cql,CartPole-v1,observational,cql,0.0,5.078465938568115,81.86279296875,,,,,,,,,,,3.2041871547698975,2.7041871547698975,2989.7666015625,,32.14031982421875,
24000,cql,CartPole-v1,observational,cql,0.0,2.9533655643463135,85.96403503417969,,,,,,,,,,,3.3385021686553955,2.8385021686553955,3439.151611328125,,32.14031982421875,
26000,cql,CartPole-v1,observational,cql,0.0,3.2563958168029785,89.58212280273438,,,,,,,,,,,3.4159293174743652,2.9159293174743652,3867.554443359375,,32.14031982421875,
28000,cql,CartPole-v1,observational,cql,0.0,3.0990123748779297,92.9569091796875,,,,,,,,,,,3.611821413040161,3.111821413040161,4291.69677734375,,32.14031982421875,
30000,cql,CartPole-v1,observational,cql,0.0,2.709768772125244,95.9847412109375,,,,,,,,,,,3.628197431564331,3.128197431564331,4694.201171875,,32.14031982421875,
32000,cql,CartPole-v1,observational,cql,0.0,1.5521351099014282,98.77658081054688,,,,,,,,,,,3.768728256225586,3.268728256225586,5083.20556640625,,32.14031982421875,
34000,cql,CartPole-v1,observational,cql,0.0,3.42181134223938,101.38347625732422,,,,,,,,,,,3.8823049068450928,3.3823049068450928,5459.66943359375,,32.14031982421875,
36000,cql,CartPole-v1,observational,cql,0.0,3.9265685081481934,103.53964233398438,,,,,,,,,,,3.948760509490967,3.448760509490967,5790.25537109375,,32.14031982421875,
38000,cql,CartPole-v1,observational,cql,0.0,2.7710604667663574,105.95167541503906,,,,,,,,,,,4.035003185272217,3.535003185272217,6151.80859375,,32.14031982421875,
40000,cql,CartPole-v1,observational,cql,0.0,3.265882968902588,107.69339752197266,,,,,,,,,,,4.295630931854248,3.795630931854248,6440.91943359375,,32.14031982421875,
42000,cql,CartPole-v1,observational,cql,0.0,3.2481613159179688,109.52384948730469,,,,,,,,,,,4.2417073249816895,3.7417073249816895,6738.443359375,,32.14031982421875,
44000,cql,CartPole-v1,observational,cql,0.0,3.3940086364746094,111.18767547607422,,,,,,,,,,,4.380077362060547,3.880077362060547,7016.4423828125,,32.14031982421875,
46000,cql,CartPole-v1,observational,cql,0.0,4.970086097717285,112.68899536132812,,,,,,,,,,,4.329066276550293,3.829066276550293,7272.67333984375,,32.14031982421875,
48000,cql,CartPole-v1,observational,cql,0.0,2.7708001136779785,114.12259674072266,,,,,,,,,,,4.376596927642822,3.8765969276428223,7518.50341796875,,32.14031982421875,
50000,cql,CartPole-v1,observational,cql,0.0,3.2258141040802,115.39109802246094,,,,,,,,,,,4.509299278259277,4.009299278259277,7743.4755859375,,32.14031982421875,
