episode,algorithm,environment,train_return_mean,train_return_std,loss,policy_loss,value_loss,entropy,kl,critic_loss,actor_loss,q_loss
2000,iql,CartPole-v1,,,0.234599769115448,,0.010147369466722012,,,0.234599769115448,0.455640971660614,0.234599769115448
4000,iql,CartPole-v1,,,0.10905627906322479,,0.17619121074676514,,,0.10905627906322479,0.26846402883529663,0.10905627906322479
6000,iql,CartPole-v1,,,0.3219367265701294,,0.7583075761795044,,,0.3219367265701294,0.33685868978500366,0.3219367265701294
8000,iql,CartPole-v1,,,1.3147333860397339,,1.2975083589553833,,,1.3147333860397339,0.2502620816230774,1.3147333860397339
10000,iql,CartPole-v1,,,0.6980135440826416,,2.262463092803955,,,0.6980135440826416,0.23424747586250305,0.6980135440826416
12000,iql,CartPole-v1,,,1.081432580947876,,3.736966609954834,,,1.081432580947876,0.16901060938835144,1.081432580947876
14000,iql,CartPole-v1,,,0.1634303331375122,,3.9605276584625244,,,0.1634303331375122,0.21113483607769012,0.1634303331375122
16000,iql,CartPole-v1,,,0.8138102293014526,,6.983012676239014,,,0.8138102293014526,0.2181226909160614,0.8138102293014526
18000,iql,CartPole-v1,,,2.9221653938293457,,6.484108924865723,,,2.9221653938293457,0.13845252990722656,2.9221653938293457
20000,iql,CartPole-v1,,,2.6338021755218506,,6.953055381774902,,,2.6338021755218506,0.26514026522636414,2.6338021755218506
22000,iql,CartPole-v1,,,0.5221258401870728,,9.014202117919922,,,0.5221258401870728,0.2416183352470398,0.5221258401870728
24000,iql,CartPole-v1,,,0.23746511340141296,,9.784491539001465,,,0.23746511340141296,0.17404909431934357,0.23746511340141296
26000,iql,CartPole-v1,,,1.2976486682891846,,9.335628509521484,,,1.2976486682891846,0.1803487241268158,1.2976486682891846
28000,iql,CartPole-v1,,,2.6643424034118652,,12.764739990234375,,,2.6643424034118652,0.21965612471103668,2.6643424034118652
30000,iql,CartPole-v1,,,3.8619089126586914,,14.41939926147461,,,3.8619089126586914,0.10762475430965424,3.8619089126586914
32000,iql,CartPole-v1,,,0.9233598709106445,,12.941913604736328,,,0.9233598709106445,0.2702682912349701,0.9233598709106445
34000,iql,CartPole-v1,,,0.9413473606109619,,15.467079162597656,,,0.9413473606109619,0.33243563771247864,0.9413473606109619
36000,iql,CartPole-v1,,,0.9671521186828613,,12.187685012817383,,,0.9671521186828613,0.2686921954154968,0.9671521186828613
38000,iql,CartPole-v1,,,0.5603359937667847,,19.047748565673828,,,0.5603359937667847,0.09659072756767273,0.5603359937667847
40000,iql,CartPole-v1,,,2.50606107711792,,11.475286483764648,,,2.50606107711792,0.18164491653442383,2.50606107711792
42000,iql,CartPole-v1,,,0.9290026426315308,,8.411849975585938,,,0.9290026426315308,0.1591273844242096,0.9290026426315308
44000,iql,CartPole-v1,,,0.6104995608329773,,23.46234130859375,,,0.6104995608329773,0.15762268006801605,0.6104995608329773
46000,iql,CartPole-v1,,,1.3285927772521973,,18.428878784179688,,,1.3285927772521973,0.20767629146575928,1.3285927772521973
48000,iql,CartPole-v1,,,2.0999672412872314,,20.445369720458984,,,2.0999672412872314,0.18175461888313293,2.0999672412872314
50000,iql,CartPole-v1,,,2.7312653064727783,,17.027999877929688,,,2.7312653064727783,0.13525038957595825,2.7312653064727783
