episode,algorithm,environment,critic,base_algo,sigma,train_loss,apparent_q_mean,oracle_q_mean,q_inflation,value_mse_to_oracle,argmax_agreement_oracle,explained_variance_to_oracle,pearson_to_oracle,spearman_to_oracle,gap_closed_fraction,gamma,pessimism_cost
0,cql,CartPole-v1,observational,cql,0.0,0.8497932553291321,7.191298007965088,7.2470383644104,-0.0557403564453125,0.00921199657022953,0.9777500629425049,0.969896137714386,0.9853511452674866,0.9763529896736145,,,
0,cql,CartPole-v1,proximal,cql,0.0,0.7492691278457642,7.2761311531066895,7.2470383644104,0.029092788696289062,0.005463341251015663,0.9795000553131104,0.9772337079048157,0.9932424426078796,0.9921450614929199,,,
0,cql,CartPole-v1,oracle_u,cql,0.0,0.7596470713615417,7.2470383644104,7.2470383644104,0.0,0.0,1.0,1.0,1.0,1.0,,,
10,cql,CartPole-v1,observational,cql,0.0,1.489084243774414,47.41153335571289,48.40803146362305,-0.9964981079101562,1.6430052518844604,0.9490000605583191,0.9963679909706116,0.9982040524482727,0.9848849177360535,,,
10,cql,CartPole-v1,proximal,cql,0.0,1.4525915384292603,48.90364456176758,48.40803146362305,0.49561309814453125,1.2431076765060425,0.9497500658035278,0.9944263696670532,0.9973076581954956,0.995998740196228,,,
10,cql,CartPole-v1,oracle_u,cql,0.0,1.5050188302993774,48.40803146362305,48.40803146362305,0.0,0.0,1.0,1.0,1.0,1.0,,,
21,cql,CartPole-v1,observational,cql,0.0,2.3818540573120117,75.4189224243164,78.24178314208984,-2.8228607177734375,16.22127342224121,0.9217500686645508,0.9830499887466431,0.9924609661102295,0.8470593094825745,,,
21,cql,CartPole-v1,proximal,cql,0.0,2.663405179977417,79.16596984863281,78.24178314208984,0.9241867065429688,2.440047025680542,0.9480000734329224,0.9967427849769592,0.998379111289978,0.9951474070549011,,,
21,cql,CartPole-v1,oracle_u,cql,0.0,2.6438143253326416,78.24178314208984,78.24178314208984,0.0,0.0,1.0,1.0,1.0,1.0,,,
31,cql,CartPole-v1,observational,cql,0.0,4.076590538024902,89.91507720947266,96.48566436767578,-6.570587158203125,54.68986892700195,0.8560000658035278,0.9846542477607727,0.9948001503944397,0.8160538077354431,,,
