episode,algorithm,environment,critic,base_algo,sigma,train_loss,apparent_q_mean,oracle_q_mean,q_inflation,value_mse_to_oracle,argmax_agreement_oracle,explained_variance_to_oracle,pearson_to_oracle,spearman_to_oracle,gap_closed_fraction,gamma,pessimism_cost,q1_contrast_pred,q1_contrast_error,value_mse_to_mc,value_mse_to_mc_u0,mc_rtg_mean,mc_rtg_u0_mean
2000,iql,CartPole-v1,observational,iql,0.25,0.1369912177324295,9.89834976196289,,,,,,,,,,,1.4715913534164429,0.9715913534164429,57.19096374511719,,11.568674087524414,
4000,iql,CartPole-v1,observational,iql,0.25,0.14329369366168976,13.451682090759277,,,,,,,,,,,2.4989638328552246,1.9989638328552246,40.5207405090332,,11.568674087524414,
6000,iql,CartPole-v1,observational,iql,0.25,0.19167327880859375,14.819084167480469,,,,,,,,,,,3.6941330432891846,3.1941330432891846,45.05537033081055,,11.568674087524414,
8000,iql,CartPole-v1,observational,iql,0.25,0.1390659660100937,15.753406524658203,,,,,,,,,,,4.399475574493408,3.899475574493408,55.63877487182617,,11.568674087524414,
10000,iql,CartPole-v1,observational,iql,0.25,0.19336581230163574,16.567710876464844,,,,,,,,,,,5.056581020355225,4.556581020355225,67.16012573242188,,11.568674087524414,
12000,iql,CartPole-v1,observational,iql,0.25,0.17338313162326813,17.10491943359375,,,,,,,,,,,5.467350006103516,4.967350006103516,76.86640167236328,,11.568674087524414,
14000,iql,CartPole-v1,observational,iql,0.25,0.2217051237821579,17.43720054626465,,,,,,,,,,,5.777435302734375,5.277435302734375,83.53431701660156,,11.568674087524414,
16000,iql,CartPole-v1,observational,iql,0.25,0.18657761812210083,17.609447479248047,,,,,,,,,,,5.656961917877197,5.156961917877197,83.38401794433594,,11.568674087524414,
18000,iql,CartPole-v1,observational,iql,0.25,0.16943666338920593,17.76559066772461,,,,,,,,,,,5.76125431060791,5.26125431060791,87.8969497680664,,11.568674087524414,
20000,iql,CartPole-v1,observational,iql,0.25,0.151320219039917,17.76026153564453,,,,,,,,,,,5.8419671058654785,5.3419671058654785,87.7886962890625,,11.568674087524414,
22000,iql,CartPole-v1,observational,iql,0.25,0.2202332615852356,17.901899337768555,,,,,,,,,,,5.9286885261535645,5.4286885261535645,90.36811065673828,,11.568674087524414,
24000,iql,CartPole-v1,observational,iql,0.25,0.13543114066123962,18.162399291992188,,,,,,,,,,,5.933612823486328,5.433612823486328,95.48526763916016,,11.568674087524414,
26000,iql,CartPole-v1,observational,iql,0.25,0.22828586399555206,18.22977066040039,,,,,,,,,,,6.0492024421691895,5.5492024421691895,97.45195770263672,,11.568674087524414,
28000,iql,CartPole-v1,observational,iql,0.25,0.1841835081577301,17.831478118896484,,,,,,,,,,,5.936939239501953,5.436939239501953,91.75975799560547,,11.568674087524414,
30000,iql,CartPole-v1,observational,iql,0.25,0.18520428240299225,18.13594627380371,,,,,,,,,,,6.143832683563232,5.643832683563232,97.89291381835938,,11.568674087524414,
32000,iql,CartPole-v1,observational,iql,0.25,0.3123769164085388,18.38631248474121,,,,,,,,,,,6.071845531463623,5.571845531463623,100.28667449951172,,11.568674087524414,
34000,iql,CartPole-v1,observational,iql,0.25,0.24724790453910828,18.230382919311523,,,,,,,,,,,6.265621185302734,5.765621185302734,100.22566986083984,,11.568674087524414,
36000,iql,CartPole-v1,observational,iql,0.25,0.1615106761455536,18.44388771057129,,,,,,,,,,,6.156173229217529,5.656173229217529,102.4317855834961,,11.568674087524414,
38000,iql,CartPole-v1,observational,iql,0.25,0.1973925083875656,18.283113479614258,,,,,,,,,,,6.22454833984375,5.72454833984375,102.79640197753906,,11.568674087524414,
40000,iql,CartPole-v1,observational,iql,0.25,0.20739328861236572,18.606107711791992,,,,,,,,,,,6.468398094177246,5.968398094177246,108.06450653076172,,11.568674087524414,
42000,iql,CartPole-v1,observational,iql,0.25,0.1613738238811493,18.56122398376465,,,,,,,,,,,6.231861114501953,5.731861114501953,107.65609741210938,,11.568674087524414,
44000,iql,CartPole-v1,observational,iql,0.25,0.14570558071136475,18.352746963500977,,,,,,,,,,,6.035478115081787,5.535478115081787,104.89759826660156,,11.568674087524414,
46000,iql,CartPole-v1,observational,iql,0.25,0.27085167169570923,18.225086212158203,,,,,,,,,,,6.187411308288574,5.687411308288574,103.70652770996094,,11.568674087524414,
48000,iql,CartPole-v1,observational,iql,0.25,0.15556713938713074,18.429208755493164,,,,,,,,,,,6.421952724456787,5.921952724456787,107.39701080322266,,11.568674087524414,
50000,iql,CartPole-v1,observational,iql,0.25,0.1469080150127411,18.30246353149414,,,,,,,,,,,6.409411907196045,5.909411907196045,104.41080474853516,,11.568674087524414,
