episode,algorithm,environment,train_return_mean,train_return_std,loss,policy_loss,value_loss,entropy,kl,critic_loss,actor_loss,q_loss
2000,iql,CartPole-v1,,,0.006041978485882282,,0.07809227705001831,,,0.006041978485882282,0.42343825101852417,0.006041978485882282
4000,iql,CartPole-v1,,,0.056616030633449554,,0.31628215312957764,,,0.056616030633449554,0.3712086081504822,0.056616030633449554
6000,iql,CartPole-v1,,,0.07140620052814484,,0.5264948010444641,,,0.07140620052814484,0.1686335951089859,0.07140620052814484
8000,iql,CartPole-v1,,,0.06633453071117401,,0.6050527095794678,,,0.06633453071117401,0.18686354160308838,0.06633453071117401
10000,iql,CartPole-v1,,,0.10473620146512985,,0.9056416749954224,,,0.10473620146512985,0.13711413741111755,0.10473620146512985
12000,iql,CartPole-v1,,,0.034575313329696655,,1.0599157810211182,,,0.034575313329696655,0.10933307558298111,0.034575313329696655
14000,iql,CartPole-v1,,,0.14065325260162354,,1.1011346578598022,,,0.14065325260162354,0.1669684648513794,0.14065325260162354
16000,iql,CartPole-v1,,,0.03435602784156799,,1.1200259923934937,,,0.03435602784156799,0.11274959146976471,0.03435602784156799
18000,iql,CartPole-v1,,,0.07104276120662689,,1.4190447330474854,,,0.07104276120662689,0.10951044410467148,0.07104276120662689
20000,iql,CartPole-v1,,,0.07708407938480377,,1.3175668716430664,,,0.07708407938480377,0.07617872953414917,0.07708407938480377
22000,iql,CartPole-v1,,,0.07160310447216034,,1.407785415649414,,,0.07160310447216034,0.12424200773239136,0.07160310447216034
24000,iql,CartPole-v1,,,0.036990296095609665,,1.3682284355163574,,,0.036990296095609665,0.09830109775066376,0.036990296095609665
26000,iql,CartPole-v1,,,0.041068483144044876,,1.400960087776184,,,0.041068483144044876,0.15414050221443176,0.041068483144044876
28000,iql,CartPole-v1,,,0.07203686982393265,,1.4412100315093994,,,0.07203686982393265,0.13012905418872833,0.07203686982393265
30000,iql,CartPole-v1,,,0.030655186623334885,,1.7301266193389893,,,0.030655186623334885,0.09487251937389374,0.030655186623334885
32000,iql,CartPole-v1,,,0.04913763329386711,,1.664945125579834,,,0.04913763329386711,0.10454592853784561,0.04913763329386711
34000,iql,CartPole-v1,,,0.03475947678089142,,1.6163710355758667,,,0.03475947678089142,0.10791327059268951,0.03475947678089142
36000,iql,CartPole-v1,,,0.04093623161315918,,1.4343408346176147,,,0.04093623161315918,0.11452831327915192,0.04093623161315918
38000,iql,CartPole-v1,,,0.04161757230758667,,1.555387020111084,,,0.04161757230758667,0.12064585834741592,0.04161757230758667
40000,iql,CartPole-v1,,,0.10708000510931015,,1.5486822128295898,,,0.10708000510931015,0.0972781553864479,0.10708000510931015
42000,iql,CartPole-v1,,,0.06903185695409775,,1.6062698364257812,,,0.06903185695409775,0.13518790900707245,0.06903185695409775
44000,iql,CartPole-v1,,,0.025957249104976654,,1.5668562650680542,,,0.025957249104976654,0.09291502088308334,0.025957249104976654
46000,iql,CartPole-v1,,,0.027004167437553406,,1.590886116027832,,,0.027004167437553406,0.09741649031639099,0.027004167437553406
48000,iql,CartPole-v1,,,0.04193916171789169,,1.4988459348678589,,,0.04193916171789169,0.12633265554904938,0.04193916171789169
50000,iql,CartPole-v1,,,0.031970977783203125,,1.6594667434692383,,,0.031970977783203125,0.08493097126483917,0.031970977783203125
